Description,Revenue,CumulativeRevenue,CumulativeShare
silver mini tape measure,271.21999999999997,10185177.840000028,0.9884627225688899
tub 24 pink flower pegs,271.03999999999996,10185448.880000027,0.9884890267670622
woodland small blue felt heart,270.96,10185719.840000028,0.9885153232013038
curious  images notebook set,270.72,10185990.560000028,0.9885415963437524
zinc top  2 door wooden shelf,270.08,10186260.640000029,0.988567807374753
hand open shape deco.white,270.02000000000004,10186530.660000028,0.9885940125828054
chrysanthemum  journal,269.68,10186800.340000028,0.9886201847941511
rain poncho,269.61,10187069.950000027,0.9886463502120572
bunny egg garland,269.17,10187339.120000027,0.9886724729283429
assorted tutti frutti heart box,268.75,10187607.870000027,0.9886985548839909
tumbler baroque,268.53,10187876.400000026,0.9887246154888287
doorknob cracked glaze ivory,268.2,10188144.600000026,0.9887506440674512
moroccan beaten metal mirror,268.1,10188412.700000025,0.98877666294116
origami rose incense in tube,267.82,10188680.520000026,0.9888026546411104
"flower fairy,5 summer b'draw liners",267.75,10188948.270000026,0.9888286395476211
12 pink rose peg place settings,267.5,10189215.770000026,0.9888546001918476
strawbry scented votive candle,267.45,10189483.220000025,0.988880555983617
pink goose feather tree 60cm,267.21,10189750.430000026,0.9889064884835937
vintage kitchen print fruits,266.15,10190016.580000026,0.9889323181114849
mousey long legs soft toy,266.03,10190282.610000025,0.9889581360934794
"garland, vintage bells",265.88,10190548.490000026,0.9889839395181035
s/4 black mini rose candle in bowl,265.77,10190814.260000026,0.9890097322673224
purple boudicca large bracelet,264.94,10191079.200000025,0.9890354444657573
4 pink dinner candle silver flock,264.82,10191344.020000026,0.9890611450182958
woodland large red felt heart,264.72,10191608.740000026,0.9890868358659206
pink boudicca large bracelet,264.7,10191873.440000026,0.9891125247725625
clear love bird t-light holder,264.46999999999997,10192137.910000026,0.989138191357903
blue juicy fruit photo frame,264.06,10192401.970000027,0.9891638181530972
heart t-light holder,262.09,10192664.060000027,0.9891892537614908
green juicy fruit photo frame,261.89,10192925.950000027,0.9892146699600571
gymkhanna treasure book box,261.84000000000003,10193187.790000027,0.9892400813061665
pink riviera handbag,261.68,10193449.470000027,0.9892654771244138
assorted monkey suction cup hook,261.3,10193710.770000027,0.989290836063989
food/drink sponge stickers,261.24,10193972.010000028,0.989316189180616
blue flock glass candleholder,259.96,10194231.970000029,0.9893414180743474
hanging medina lantern small,259.67,10194491.640000029,0.9893666188238288
magazine rack gebra assorted,257.75,10194749.390000029,0.9893916332389666
blue knitted hen,257.21999999999997,10195006.61000003,0.9894165962180617
orange votive candle,257.03999999999996,10195263.650000028,0.9894415417283119
2 picture book eggs easter bunny,256.54,10195520.190000027,0.9894664387139935
skulls storage box small,256.44,10195776.630000027,0.9894913259947614
3d sheet of cat stickers,255.61999999999998,10196032.250000026,0.9895161336952367
mirror love bird t-light holder,255.0,10196287.250000026,0.989540881225247
antique cream cutlery shelf,254.98000000000002,10196542.230000027,0.9895656268142745
camphor wood portobello mushroom,254.32999999999998,10196796.560000027,0.9895903093213627
ceramic birdhouse crested tit small,253.53000000000003,10197050.090000026,0.989614914189141
black enamel flower ring,252.9,10197302.990000026,0.9896394579159631
skulls tape,252.47000000000003,10197555.460000027,0.989663959911656
folk art metal star t-light holder,252.33,10197807.790000027,0.9896884483204696
silver bracelet w pastel flower,252.18,10198059.970000027,0.9897129221719128
antique ivory wire bowl small,251.45000000000002,10198311.420000026,0.9897373251774855
string of stars card holder,250.22000000000003,10198561.640000027,0.9897616088126195
charlie+lola my room door sign,249.48999999999998,10198811.130000027,0.9897858216018833
pack 3 boxes christmas panettone,248.48,10199059.610000027,0.9898099363715185
economy luggage tag,248.09,10199307.700000027,0.98983401329199
assorted tutti frutti large purse,247.8,10199555.500000028,0.9898580620682117
hen party cordon barrier tape,247.63,10199803.130000029,0.9898820943460802
money box housekeeping design,247.42000000000002,10200050.550000029,0.9899061062436297
classic sugar dispenser,247.32,10200297.870000029,0.9899301084362656
classical rose small vase,247.04,10200544.910000028,0.9899540834551429
number tile cottage garden 1,246.14,10200791.050000029,0.9899779711297968
white glass chunky charm bracelet,245.63,10201036.68000003,0.9900018093093906
paperweight home sweet home,245.57999999999998,10201282.26000003,0.9900256426365276
flowers  stickers,245.35999999999999,10201527.620000029,0.9900494546128542
pink hearts paper garland,245.20000000000002,10201772.820000028,0.9900732510613188
silver teddy bear,244.72,10202017.540000029,0.9900970009261978
pink/blue disc/mirror string,244.17,10202261.710000029,0.9901206974140512
cherry blossom passport cover,243.53,10202505.240000028,0.9901443317904566
three canvas luggage tags,243.49,10202748.730000028,0.9901679622848966
candy spot egg warmer rabbit,242.32,10202991.050000029,0.9901914792318459
number tile cottage garden 2,242.24,10203233.290000029,0.9902149884148643
woodland small pink felt heart,242.17999999999998,10203475.470000029,0.9902384917749344
crochet rose purse with suede back,241.24000000000004,10203716.710000029,0.9902619039088154
assorted shapes photo clip silver,241.20999999999998,10203957.92000003,0.9902853131312225
zinc wire kitchen organiser,239.97,10204197.89000003,0.9903086020126992
ninja rabbit black,239.24,10204437.13000003,0.9903318200483058
rustic strawberry jampot large,238.56,10204675.690000031,0.9903549720904989
doorknob cracked glaze blue,238.49999999999997,10204914.190000031,0.9903781183097438
bathroom set love heart design,237.98000000000002,10205152.170000032,0.9904012140634373
snack tray happy forest,236.87,10205389.04000003,0.9904242020925883
joy large wood letters,236.17,10205625.21000003,0.9904471221873433
daisy notebook,235.18999999999997,10205860.40000003,0.9904699471739437
blue  voile lampshade,234.5,10206094.90000003,0.9904927051966393
letter shape pencil sharpener,234.0,10206328.90000003,0.9905154146947664
t-light holder silver petit four,233.67000000000002,10206562.57000003,0.9905380921666781
space frog,233.52,10206796.09000003,0.9905607550812192
glitter christmas heart,233.51999999999998,10207029.61000003,0.9905834179957603
crystal stud earrings assorted col,232.56,10207262.17000003,0.9906059877431297
pink monte carlo handbag,232.32999999999998,10207494.50000003,0.9906285351691975
pink bunny easter egg basket,231.89999999999998,10207726.40000003,0.9906510408641362
keep out boys door hanger,231.36999999999998,10207957.77000003,0.9906734951230322
floral soft car toy,230.81,10208188.58000003,0.9906958950344112
paperweight kings choice,230.67999999999998,10208419.26000003,0.9907182823294025
set of 36 mushroom paper doilies,230.54999999999998,10208649.81000003,0.990740657008006
blue bunny easter egg basket,230.24999999999997,10208880.06000003,0.9907630025718681
crystal diamante star brooch,229.68,10209109.74000003,0.990785292817722
set/4 blue flower candles in bowl,229.46999999999997,10209339.21000003,0.9908075626832572
4 blue dinner candles silver flock,229.22,10209568.430000031,0.990829808286508
bunny egg box,228.75,10209797.180000031,0.9908520082766643
amber glass/silver bracelet,227.89,10210025.070000032,0.9908741248045625
red retrospot washbag,227.6,10210252.670000032,0.9908962131882109
travel card wallet vintage rose,226.2,10210478.87000003,0.9909181657030669
green enamel flower ring,225.84,10210704.71000003,0.9909400832802336
botanical lavender birthday card,225.59,10210930.30000003,0.990961976595116
hand warmer red polka dot,225.00000000000003,10211155.30000003,0.9909838126510073
st tropez necklace,224.12,10211379.42000003,0.9910055633036579
milk bottle with glass stopper,223.46,10211602.88000003,0.9910272499038779
box/12 chick & egg in basket,223.10999999999999,10211825.99000003,0.9910489025368997
peace small wood letters,222.96,10212048.95000003,0.9910705406125512
2 picture book eggs easter chicks,222.22,10212271.170000032,0.9910921068718409
silver oval shape trinket box,221.79999999999998,10212492.970000032,0.991113632370493
gold ear muff headphones,221.65,10212714.620000033,0.9911351433117745
blue heart compact mirror,221.25,10212935.870000033,0.9911566154334011
paperweight vintage paisley,220.04,10213155.910000032,0.9911779701255714
pink chick egg warmer + egg cup,219.66,10213375.570000032,0.9911992879390696
silver fabric mirror,219.35000000000002,10213594.920000032,0.9912205756673352
asstd col butterfly/crystal w/chime,218.87,10213813.79000003,0.991241816812015
pink butterfly cushion cover,218.32999999999998,10214032.12000003,0.9912630055501606
small tall camphor wood toadstool,217.89,10214250.010000031,0.9912841515866859
small chunky glass roman  bowl,217.68,10214467.690000031,0.9913052772428923
zinc heart lattice charger large,217.57999999999998,10214685.270000031,0.9913263931941849
daisy journal,217.55999999999997,10214902.830000032,0.9913475072044949
silver standing gnome,217.35999999999999,10215120.190000031,0.9913686018049773
"small pop box,funky monkey",216.47,10215336.660000032,0.9913896100317277
set 8 candles vintage doiley,216.29999999999998,10215552.960000033,0.9914106017601246
ass colour glowing tiaras,216.06,10215769.020000033,0.9914315701967287
small camphor wood field  mushroom,215.67999999999998,10215984.700000033,0.9914525017546604
green murano twist bracelet,215.20000000000002,10216199.900000032,0.9914733867290062
booze & women greeting card,214.19,10216414.090000032,0.9914941736837234
number tile vintage font 3,213.7,10216627.79000003,0.9915149130843633
vippassport cover,211.76000000000002,10216839.55000003,0.9915354642096769
blue sweetheart bracelet,211.43,10217050.98000003,0.9915559833087751
green round compact mirror,210.56,10217261.54000003,0.9915764179751241
pink jewelled mirror trinket tray,210.54999999999998,10217472.090000032,0.9915968516709817
wake up cockerel tile coaster,210.51999999999998,10217682.610000031,0.991617282455365
tigris eye chunky charm bracelet,210.04,10217892.65000003,0.9916376666561623
peg bag apple design,210.0,10218102.65000003,0.9916580469749943
red boudicca large bracelet,209.73000000000002,10218312.38000003,0.9916784010905592
large skull windmill,209.61,10218521.99000003,0.9916987435602276
jade drop earrings w filigree,209.10000000000002,10218731.09000003,0.991719036534836
hanging glass etched tealight,208.46999999999997,10218939.56000003,0.9917392683684879
metalic leaves bag charms,207.60999999999999,10219147.17000003,0.9917594167398817
smokey grey colour d.o.f. glass,207.39,10219354.56000003,0.9917795437604654
teatime round pencil sharpener,205.42,10219559.98000003,0.9917994795942485
daisy sketchbook,205.04,10219765.02000003,0.9918193785493594
multi hearts  stickers,204.69,10219969.710000029,0.9918392435372723
number tile cottage garden no,204.19,10220173.900000028,0.9918590600006165
green square compact mirror,203.51,10220377.410000028,0.9918788104705474
opium scented votive candle,203.27999999999997,10220580.690000027,0.9918985386191767
garden metal sign,203.20999999999998,10220783.900000028,0.9919182599743664
beach hut design blackboard,203.07,10220986.970000029,0.9919379677426771
english rose small scented flower,202.53,10221189.500000028,0.9919576231044533
purple enamel flower ring,202.51000000000002,10221392.010000028,0.9919772765252469
mini jigsaw leap frog,202.37,10221594.380000027,0.9919969163591613
pink bitty light chain,201.31,10221795.690000027,0.9920164533209902
number tile vintage font 1,200.59,10221996.280000027,0.9920359204074402
jungle popsicles ice lolly holders,199.99,10222196.270000027,0.9920553292644079
carousel design washbag,199.84,10222396.110000027,0.9920747235640048
black chunky bead bracelet w strap,199.67,10222595.780000027,0.9920941013652486
botanical lavender gift wrap,199.5,10222795.280000027,0.9921134626681389
mirrored wall art gents,199.48999999999998,10222994.770000027,0.992132823000538
hanging metal chicken decoration,198.52,10223193.290000027,0.9921520891952738
large  tall camphor wood toadstool,197.81,10223391.100000028,0.9921712864851221
number tile vintage font 2,197.56,10223588.660000028,0.9921904595126861
silver m.o.p orbit bracelet,197.09,10223785.750000028,0.9922095869271557
felt egg cosy ladybird,196.82,10223982.570000028,0.9922286881383581
christmas card stack of presents,196.44,10224179.010000028,0.9922477524708883
midnight blue vintage earrings,195.32,10224374.330000028,0.9922667081083848
psychedelic tile coaster,195.22,10224569.550000029,0.9922856540409676
first class passport cover,194.94,10224764.490000028,0.9923045727997919
a pretty thank you card,194.58,10224959.070000028,0.9923234566209268
number tile vintage font 5,194.04999999999998,10225153.120000029,0.992342289006019
first class luggage tag,193.59,10225346.710000029,0.9923610767485078
silver m.o.p orbit drop earrings,193.33,10225540.040000029,0.9923798392582212
diamante bow brooch green colour,193.2,10225733.240000028,0.9923985891515464
set/4 daisy mirror magnets,193.03,10225926.270000027,0.9924173225465185
pink paisley cushion cover,192.14,10226118.410000028,0.9924359695677584
